gym7: .word 16, 16
.byte 82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,
82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,
82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,
82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,
82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,
82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,
82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,
82,174,174,246,174,246,109,109,101,101,101,101,101,101,101,109,
82,174,174,246,174,246,109,109,109,109,109,109,109,109,109,109,


