tbx1: .word 12, 22
.byte 199,91,91,91,91,91,91,91,91,91,91,91,
91,91,91,91,91,91,91,91,91,91,91,91,
91,91,91,91,237,237,237,237,237,237,237,237,
91,91,91,237,237,237,237,237,237,237,237,237,
91,91,91,237,237,237,237,237,237,237,237,237,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,
91,91,91,237,237,237,237,237,237,237,237,255,


